"","transactionid","commitdate","ns","nm","nf","entropy","la","ld","lt","fix","ndev","pd","npt","exp","rexp","sexp","bug"
"9778",9778,"2016-05-09 23:03:53",21,2,7,2.12141548618653,0.0614569536423841,0.00185430463576159,3775,1,21,2,0.303059355169504,21,2,2.12141548618653,0
"9779",9779,"2015-01-26 16:17:43",40,37,41,5.28320826652523,0.00418484551687294,0.00418484551687294,11231,0,40,37,0.128858738207932,40,37,5.28320826652523,0
"9780",9780,"2006-08-31 08:30:50",8,1,1,0,0.00562429696287964,0.00112485939257593,889,1,8,1,0,8,1,0,1
"9781",9781,"2007-01-16 02:05:48",19,1,4,1.66918033686673,0.0469314079422383,0.0469314079422383,277,1,19,1,0.417295084216683,19,1,1.66918033686673,1
"9782",9782,"2016-02-20 10:22:11",16,1,4,1.26524317969203,0.0657455931395903,0.000476417341591234,2099,0,16,1,0.316310794923008,16,1,1.26524317969203,1
"9783",9783,"2011-05-06 18:32:03",1,1,1,0,0.00649350649350649,0.00649350649350649,154,0,1,1,0,1,1,0,0
"9784",9784,"2012-09-26 13:29:16",8,1,1,0,0.00446096654275093,0.00446096654275093,1345,0,8,1,0,8,1,0,0
"9785",9785,"2008-03-20 19:31:36",9,1,1,0,0.00169923534409516,0.00679694137638063,1177,0,9,1,0,9,1,0,0
"9786",9786,"2008-04-08 23:39:39",0,0,1,0,0.000786163522012579,0.000786163522012579,1272,0,0,0,0,0,0,0,0
"9787",9787,"2015-09-10 14:12:59",9,1,1,0,0.00175695461200586,0.00117130307467057,3415,1,9,1,0,9,1,0,0
"9788",9788,"2014-03-31 12:42:44",9,1,1,0,0.114560236511456,0.0857354028085735,1353,1,9,1,0,9,1,0,0
"9789",9789,"2009-02-20 15:30:36",8,1,2,0.922919287868672,0.26007326007326,0,273,0,8,1,0.461459643934336,8,1,0.922919287868672,1
"9790",9790,"2012-09-27 21:07:24",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"9791",9791,"2013-02-19 13:33:20",16,2,2,1,0.000839630562552477,0.000839630562552477,2382,0,16,2,0.5,16,2,1,0
"9792",9792,"2017-05-29 17:14:05",16,1,2,0.432750158788754,0.075801749271137,0.00291545189504373,1715,1,16,1,0.216375079394377,16,1,0.432750158788754,0
"9793",9793,"2012-09-08 09:13:41",9,1,1,0,0.0051150895140665,0.00255754475703325,391,1,9,1,0,9,1,0,0
"9794",9794,"2008-03-07 00:10:20",9,1,1,0,0.00556070435588508,0.00092678405931418,1079,0,9,1,0,9,1,0,0
"9795",9795,"2006-07-31 05:52:31",9,1,2,1,0.00573065902578797,0.00573065902578797,349,0,9,1,0.5,9,1,1,0
"9796",9796,"2012-03-01 16:37:19",11,1,10,3.04895035792521,0.0294844632768362,0.000882768361581921,5664,1,11,1,0.304895035792521,11,1,3.04895035792521,0
"9797",9797,"2013-08-28 17:20:25",16,2,5,2.15616822116225,0.0349573355353702,0.00660611065235343,3633,0,16,2,0.431233644232449,16,2,2.15616822116225,0
"9798",9798,"2012-09-07 06:14:08",10,1,2,0.676331959508445,0.977272727272727,0,264,0,10,1,0.338165979754222,10,1,0.676331959508445,1
"9799",9799,"2011-10-24 20:52:23",9,1,1,0,0.0075187969924812,0.0037593984962406,266,1,9,1,0,9,1,0,0
"9800",9800,"2011-10-20 07:59:05",9,1,1,0,0.00248756218905473,0,1206,0,9,1,0,9,1,0,0
"9801",9801,"2014-01-31 16:56:21",6,1,18,3.39593596827108,0.152542372881356,0.00984144341170038,1829,0,6,1,0.188663109348393,6,1,3.39593596827108,0
"9802",9802,"2015-01-14 13:43:10",10,1,1,0,0.0409165302782324,0,611,0,10,1,0,10,1,0,0
"9803",9803,"2013-01-08 13:51:56",8,1,1,0,0.00869565217391304,0.00869565217391304,230,0,8,1,0,8,1,0,0
"9804",9804,"2015-07-20 09:00:13",8,1,1,0,0.0456026058631922,0,921,0,8,1,0,8,1,0,0
"9805",9805,"2006-01-09 15:00:36",5,1,75,4.34054730756934,0.158067867036011,0.0964335180055402,5776,0,5,1,0.0578739641009245,5,1,4.34054730756934,0
"9806",9806,"2006-02-15 13:03:41",11,1,1,0,1,0,1,0,11,1,0,11,1,0,0
"9807",9807,"2007-06-25 11:25:21",9,1,4,1.95021206491475,0.00210304942166141,0.00525762355415352,951,1,9,1,0.487553016228687,9,1,1.95021206491475,0
"9808",9808,"2012-08-30 13:00:04",10,1,4,1.16490690050407,0.12579415501906,0.121982210927573,787,0,10,1,0.291226725126018,10,1,1.16490690050407,0
"9809",9809,"2006-03-10 16:12:47",9,1,4,1.56983967723194,0.0229357798165138,0.0676605504587156,872,0,9,1,0.392459919307986,9,1,1.56983967723194,0
"9810",9810,"2010-12-08 18:02:36",14,1,2,0.123949867711008,0.154761904761905,0.0208333333333333,336,0,14,1,0.0619749338555038,14,1,0.123949867711008,0
"9811",9811,"2015-04-28 16:15:18",9,1,1,0,0.0246153846153846,0,325,1,9,1,0,9,1,0,0
"9812",9812,"2009-11-13 11:26:16",8,1,1,0,0.00756501182033097,0.0033096926713948,2115,0,8,1,0,8,1,0,1
"9813",9813,"2006-06-05 10:06:56",10,1,1,0,0.0491803278688525,0,61,0,10,1,0,10,1,0,0
"9814",9814,"2013-01-18 14:38:01",13,1,3,1.17104545738126,0.109018830525273,0.110009910802775,1009,0,13,1,0.390348485793752,13,1,1.17104545738126,0
"9815",9815,"2009-02-19 15:14:51",0,0,1,0,0.000714796283059328,0.000714796283059328,1399,0,0,0,0,0,0,0,0
"9816",9816,"2009-02-26 16:39:40",14,1,2,0.712064054890548,0.0250320924261874,0.00128369704749679,1558,1,14,1,0.356032027445274,14,1,0.712064054890548,0
"9817",9817,"2016-06-10 10:20:33",16,2,2,1,0.988095238095238,0.988095238095238,84,0,16,2,0.5,16,2,1,0
"9818",9818,"2014-09-19 07:55:23",1,1,2,0.863120568566631,0.00219659527732015,0.00164744645799012,1821,0,1,1,0.431560284283315,1,1,0.863120568566631,0
"9819",9819,"2013-01-16 18:04:31",8,1,1,0,0.00497512437810945,0.00497512437810945,402,1,8,1,0,8,1,0,0
"9820",9820,"2014-03-06 12:39:30",9,1,1,0,0.0408653846153846,0.00120192307692308,832,0,9,1,0,9,1,0,1
"9821",9821,"2015-04-14 14:55:11",8,1,1,0,0.0138121546961326,0.0883977900552486,362,0,8,1,0,8,1,0,0
"9822",9822,"2008-03-19 16:07:54",18,1,6,1.81376076578955,0.0361691288843607,0.0152827305145186,1963,0,18,1,0.302293460964925,18,1,1.81376076578955,1
"9823",9823,"2014-07-29 17:20:25",19,2,10,2.81666009243156,0.17251356238698,0.0130198915009042,2765,0,19,2,0.281666009243156,19,2,2.81666009243156,1
"9824",9824,"2008-11-03 17:30:59",9,1,4,0.99144162510308,0.16010498687664,0.00437445319335083,1143,1,9,1,0.24786040627577,9,1,0.99144162510308,0
"9825",9825,"2017-01-30 10:29:04",4,1,1,0,0.028169014084507,0.0140845070422535,71,0,4,1,0,4,1,0,0
"9826",9826,"2015-03-27 17:31:46",11,1,2,0.912802875968305,0.582089552238806,0.0323383084577114,402,0,11,1,0.456401437984152,11,1,0.912802875968305,1
"9827",9827,"2008-09-02 06:46:32",7,1,1,0,0.00136363636363636,0,2200,0,7,1,0,7,1,0,0
"9828",9828,"2014-12-16 13:35:04",18,2,2,0.970950594454669,0.00575815738963532,0.00383877159309021,521,1,18,2,0.485475297227334,18,2,0.970950594454669,0
"9829",9829,"2015-10-12 16:23:12",0,0,1,0,0.0474631751227496,0.000818330605564648,1222,0,0,0,0,0,0,0,0
"9830",9830,"2010-02-09 18:55:04",8,1,1,0,0.00303951367781155,0.00303951367781155,658,0,8,1,0,8,1,0,0
"9831",9831,"2015-09-08 10:03:23",9,1,1,0,0.0126353790613718,0.0108303249097473,554,0,9,1,0,9,1,0,0
"9832",9832,"2006-02-16 03:29:03",4,1,10,3.19162023331825,0.972972972972973,0,333,0,4,1,0.319162023331825,4,1,3.19162023331825,0
"9833",9833,"2014-03-21 13:14:40",8,1,1,0,0.0158730158730159,0,189,0,8,1,0,8,1,0,0
"9834",9834,"2016-06-15 18:55:00",10,1,1,0,0.0028328611898017,0.00141643059490085,706,0,10,1,0,10,1,0,0
"9835",9835,"2007-02-20 15:40:08",9,1,2,1,0.00117027501462844,0.00117027501462844,1709,0,9,1,0.5,9,1,1,0
"9836",9836,"2012-03-13 12:51:25",1,1,1,0,0.00980392156862745,0.00326797385620915,306,0,1,1,0,1,1,0,0
"9837",9837,"2017-02-10 16:03:15",8,1,1,0,0.00671140939597315,0,149,0,8,1,0,8,1,0,0
"9838",9838,"2013-01-17 23:21:54",8,1,1,0,0.131147540983607,0.0786885245901639,305,1,8,1,0,8,1,0,0
"9839",9839,"2019-05-31 10:02:58",0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0
"9840",9840,"2012-02-23 00:40:13",16,1,13,3.26242997416445,0.0371615940810493,0.0110980326214898,5947,1,16,1,0.250956151858804,16,1,3.26242997416445,0
"9841",9841,"2013-10-17 14:27:22",8,1,2,0.249882292833185,0.523636363636364,0,275,1,8,1,0.124941146416593,8,1,0.249882292833185,0
"9842",9842,"2014-03-31 12:52:46",4,1,2,1,0.00459770114942529,0.00459770114942529,870,0,4,1,0.5,4,1,1,0
"9843",9843,"2012-12-03 14:25:22",7,1,1,0,0.114093959731544,0.114093959731544,149,1,7,1,0,7,1,0,0
"9844",9844,"2014-01-29 17:20:59",10,1,1,0,0.012987012987013,0.194805194805195,77,1,10,1,0,10,1,0,0
"9845",9845,"2010-08-02 10:33:10",0,0,1,0,0.000788643533123028,0.000788643533123028,1268,0,0,0,0,0,0,0,0
"9846",9846,"2006-04-28 19:02:01",10,1,4,1.97848459350865,0.0284005979073244,0,669,0,10,1,0.494621148377163,10,1,1.97848459350865,0
"9847",9847,"2006-06-29 19:51:13",10,1,1,0,0.0123456790123457,0.00740740740740741,405,0,10,1,0,10,1,0,0
"9848",9848,"2006-06-15 17:43:08",11,9,10,3.18083298720544,0.0281385281385281,0.0281385281385281,462,0,11,9,0.318083298720544,11,9,3.18083298720544,0
"9849",9849,"2011-06-06 10:41:42",16,2,2,1,1,1,50,0,16,2,0.5,16,2,1,0
"9850",9850,"2013-10-01 14:11:27",9,1,1,0,0.0224089635854342,0.00280112044817927,357,0,9,1,0,9,1,0,0
"9851",9851,"2013-02-26 19:16:06",9,1,2,0.881290899230693,0.0549450549450549,0.0549450549450549,455,1,9,1,0.440645449615346,9,1,0.881290899230693,1
"9852",9852,"2009-09-08 12:35:40",5,1,11,3.14364196557183,0.212248322147651,0.0696308724832215,1192,0,5,1,0.285785633233803,5,1,3.14364196557183,1
"9853",9853,"2009-01-05 20:48:38",49,3,54,4.83518552409809,0.770663562281723,2.00523864959255,3436,0,49,3,0.0895404726684831,49,3,4.83518552409809,1
"9854",9854,"2006-01-11 18:58:57",6,1,8,1.23602036180648,0.320964749536178,0.0166975881261596,539,0,6,1,0.15450254522581,6,1,1.23602036180648,0
"9855",9855,"2006-03-04 04:33:58",1,1,1,0,0.0272108843537415,0.00680272108843537,147,1,1,1,0,1,1,0,1
"9856",9856,"2017-03-10 16:19:05",5,1,19,4.24328393921934,0.0179063360881543,0.00780532598714417,2178,1,5,1,0.223330733643123,5,1,4.24328393921934,0
"9857",9857,"2012-09-17 10:00:53",4,1,2,0.94566030460064,0.00735294117647059,0,1496,0,4,1,0.47283015230032,4,1,0.94566030460064,0
"9858",9858,"2008-04-09 13:27:37",15,3,5,1.68214548722111,0.000814995925020375,0.0578647106764466,2454,1,15,3,0.336429097444221,15,3,1.68214548722111,0
"9859",9859,"2012-12-17 11:54:59",8,1,1,0,0.0153846153846154,0.0461538461538462,130,0,8,1,0,8,1,0,0
"9860",9860,"2006-11-17 17:30:53",10,1,1,0,0.00298507462686567,0,335,0,10,1,0,10,1,0,0
"9861",9861,"2013-03-08 19:56:17",14,1,5,1.77901733362125,0.036624203821656,0.0119426751592357,1256,0,14,1,0.355803466724251,14,1,1.77901733362125,0
"9862",9862,"2008-04-07 16:23:24",6,1,3,1.25329757846304,0.0230547550432277,0.00144092219020173,694,1,6,1,0.417765859487681,6,1,1.25329757846304,1
"9863",9863,"2013-08-28 11:25:23",0,0,1,0,0,0.000632911392405063,1580,0,0,0,0,0,0,0,0
"9864",9864,"2006-02-06 05:16:33",8,1,1,0,0.0196078431372549,0.0196078431372549,51,0,8,1,0,8,1,0,0
"9865",9865,"2008-03-12 17:04:44",8,1,1,0,0.00518518518518519,0.00148148148148148,1350,0,8,1,0,8,1,0,0
"9866",9866,"2012-09-27 22:17:49",4,1,1,0,0.125,0.025,80,1,4,1,0,4,1,0,0
"9867",9867,"2006-02-17 19:58:05",11,1,57,5.75562605563884,0.638021379165793,0.00649758960385663,4771,1,11,1,0.100975895712962,11,1,5.75562605563884,1
"9868",9868,"2008-03-21 10:30:19",1,1,1,0,0.00918836140888208,0,653,0,1,1,0,1,1,0,0
"9869",9869,"2006-03-08 11:02:40",8,1,1,0,0.0673076923076923,0,104,0,8,1,0,8,1,0,0
"9870",9870,"2012-10-22 11:24:23",7,1,2,0.997502546369115,0.0106524633821571,0.0119840213049268,751,0,7,1,0.498751273184558,7,1,0.997502546369115,0
"9871",9871,"2006-12-19 19:41:41",10,1,1,0,0.0654205607476635,0.11214953271028,107,0,10,1,0,10,1,0,0
"9872",9872,"2013-12-20 14:41:02",16,2,2,0.295181743090759,0.213636363636364,0.00454545454545455,880,0,16,2,0.147590871545379,16,2,0.295181743090759,0
"9873",9873,"2018-03-29 08:54:17",9,1,1,0,0.0554156171284635,0.0163727959697733,794,0,9,1,0,9,1,0,0
"9874",9874,"2012-10-31 12:49:30",15,1,3,1.36464217984841,0.490506329113924,0,316,1,15,1,0.454880726616137,15,1,1.36464217984841,0
"9875",9875,"2016-06-06 11:44:17",4,1,1,0,0.00294550810014728,0.00294550810014728,679,0,4,1,0,4,1,0,0
"9876",9876,"2017-02-17 08:02:37",18,2,3,0.606060427833761,0.100498338870432,0.00249169435215947,1204,0,18,2,0.202020142611254,18,2,0.606060427833761,0
"9877",9877,"2012-02-01 21:39:37",8,1,1,0,0.00349922239502333,0.000388802488335925,2572,0,8,1,0,8,1,0,0
"9878",9878,"2009-11-16 16:37:10",9,1,2,0.180205670283237,0.291417165668663,0.00199600798403194,501,0,9,1,0.0901028351416187,9,1,0.180205670283237,0
"9879",9879,"2016-02-29 16:13:28",11,1,2,0.246022578220332,0.0543478260869565,0.0521739130434783,460,1,11,1,0.123011289110166,11,1,0.246022578220332,0
"9880",9880,"2006-09-22 17:58:37",16,1,4,1.48957116460802,0.0578703703703704,0.00385802469135802,1296,0,16,1,0.372392791152006,16,1,1.48957116460802,1
"9881",9881,"2015-09-28 13:57:30",9,1,1,0,0.00134228187919463,0.00134228187919463,1490,1,9,1,0,9,1,0,0
"9882",9882,"2007-06-26 12:56:08",9,1,1,0,0.0202578268876611,0.00736648250460405,543,0,9,1,0,9,1,0,0
"9883",9883,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"9884",9884,"2009-01-29 16:01:35",16,1,3,1.27294698650803,0.0594059405940594,0.0121512151215122,2222,1,16,1,0.424315662169342,16,1,1.27294698650803,1
"9885",9885,"2008-03-06 14:35:26",16,1,6,2.22077288910972,0.177654954599289,0,2533,0,16,1,0.37012881485162,16,1,2.22077288910972,0
"9886",9886,"2013-09-19 14:54:49",6,1,4,1.63958624518366,0.0104489164086687,0,2584,0,6,1,0.409896561295916,6,1,1.63958624518366,0
"9887",9887,"2019-05-14 07:40:18",207,17,95,5.26236215210927,0.071771978021978,0.00995879120879121,43680,0,207,17,0.0553932858116766,207,17,5.26236215210927,0
"9888",9888,"2008-03-05 10:12:20",9,1,1,0,0,0.00477707006369427,628,0,9,1,0,9,1,0,0
"9889",9889,"2014-04-24 10:52:03",7,1,1,0,0.00185758513931889,0.00123839009287926,1615,0,7,1,0,7,1,0,0
"9890",9890,"2005-12-21 19:23:20",15,1,9,2.59668293321549,0.243087557603687,0.20852534562212,868,0,15,1,0.288520325912832,15,1,2.59668293321549,0
"9891",9891,"2016-10-11 18:58:51",11,1,3,1.36271887338,0.0518744551002615,0.0004359197907585,2294,0,11,1,0.454239624460001,11,1,1.36271887338,0
"9892",9892,"2013-08-28 15:19:00",12,1,9,2.71449873584527,0.0180084745762712,0.00158898305084746,5664,0,12,1,0.301610970649474,12,1,2.71449873584527,0
"9893",9893,"2008-06-19 22:45:13",9,1,1,0,0.0376647834274953,0.00188323917137476,531,1,9,1,0,9,1,0,0
"9894",9894,"2013-10-30 13:55:55",9,1,1,0,0.0122448979591837,0,245,0,9,1,0,9,1,0,0
"9895",9895,"2006-03-31 09:05:05",1,1,1,0,0.00616016427104723,0,487,0,1,1,0,1,1,0,0
"9896",9896,"2009-02-06 21:35:39",24,2,13,2.31136762626574,0.0682952456002101,0.134226425006567,3807,0,24,2,0.177797509712749,24,2,2.31136762626574,1
"9897",9897,"2006-01-05 10:51:12",8,1,1,0,0.0418250950570342,0.0304182509505703,263,0,8,1,0,8,1,0,1
"9898",9898,"2014-02-03 15:23:54",9,2,5,2.23489527035098,0.0413416536661466,0.00702028081123245,1282,0,9,2,0.446979054070195,9,2,2.23489527035098,0
"9899",9899,"2015-06-12 10:45:48",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"9900",9900,"2013-09-27 09:19:23",17,2,6,2.25416708380614,0.0482794042116076,0.00821777092963534,3894,0,17,2,0.375694513967689,17,2,2.25416708380614,0
"9901",9901,"2014-12-08 14:06:15",8,1,1,0,0.012987012987013,0.012987012987013,77,0,8,1,0,8,1,0,0
"9902",9902,"2005-12-28 16:57:33",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"9903",9903,"2006-08-04 08:48:55",1,1,1,0,0.040983606557377,0.0204918032786885,244,0,1,1,0,1,1,0,0
"9904",9904,"2010-09-08 10:39:17",8,1,1,0,0.245454545454545,0,110,0,8,1,0,8,1,0,1
"9905",9905,"2012-04-21 21:57:31",14,1,2,0.981748360880148,0.172562553925798,0.0448662640207075,1159,1,14,1,0.490874180440074,14,1,0.981748360880148,0
"9906",9906,"2009-09-07 16:19:41",8,1,1,0,0.0220588235294118,0.00735294117647059,272,1,8,1,0,8,1,0,0
"9907",9907,"2010-03-02 11:20:42",9,1,1,0,0.0143884892086331,0.00719424460431655,139,0,9,1,0,9,1,0,0
"9908",9908,"2006-02-13 15:38:10",9,1,1,0,0.03515625,0.00390625,256,0,9,1,0,9,1,0,0
"9909",9909,"2011-10-05 18:10:08",14,1,4,1.76096404744368,0.0256971022416621,0.00164024056861673,1829,1,14,1,0.44024101186092,14,1,1.76096404744368,0
"9910",9910,"2016-02-22 11:13:35",0,0,1,0,0.000600961538461538,0.000600961538461538,1664,0,0,0,0,0,0,0,0
"9911",9911,"2011-06-28 11:27:58",17,1,2,0.982858689712706,0.989130434782609,0,184,0,17,1,0.491429344856353,17,1,0.982858689712706,0
"9912",9912,"2013-01-07 14:40:35",8,1,1,0,0.0547008547008547,0.00170940170940171,585,0,8,1,0,8,1,0,0
"9913",9913,"2007-03-15 14:25:40",14,1,2,0.979868756651153,0.0388802488335925,0.0171073094867807,1286,0,14,1,0.489934378325576,14,1,0.979868756651153,1
"9914",9914,"2012-04-18 16:04:47",1,1,1,0,0.013953488372093,0.00465116279069767,215,0,1,1,0,1,1,0,0
"9915",9915,"2010-09-20 15:52:34",8,1,1,0,0.00574712643678161,0.00574712643678161,174,0,8,1,0,8,1,0,0
"9916",9916,"2010-07-01 14:54:08",6,3,3,1.51818545922316,0.0649895178197065,0.0461215932914046,477,0,6,3,0.506061819741054,6,3,1.51818545922316,0
"9917",9917,"2012-10-31 14:23:45",16,1,3,1.28528764388781,0.389189189189189,0,370,0,16,1,0.428429214629269,16,1,1.28528764388781,0
"9918",9918,"2009-05-20 15:49:47",16,1,2,0.982858689712706,0.0367751060820368,0,707,0,16,1,0.491429344856353,16,1,0.982858689712706,0
"9919",9919,"2014-01-20 10:43:44",9,1,1,0,0.0279187817258883,0.0160744500846024,2364,0,9,1,0,9,1,0,1
"9920",9920,"2011-01-17 11:36:04",10,1,1,0,0.0033003300330033,0.0033003300330033,303,0,10,1,0,10,1,0,0
"9921",9921,"2007-03-07 16:11:50",10,1,4,1.66492691423725,0.00717488789237668,0.0031390134529148,2230,0,10,1,0.416231728559314,10,1,1.66492691423725,0
"9922",9922,"2019-05-24 11:47:09",15,4,6,2.09908433409861,0.00513808606294155,0.00834938985228003,3114,0,15,4,0.349847389016435,15,4,2.09908433409861,0
"9923",9923,"2007-02-23 10:46:43",8,1,1,0,0.0467032967032967,0.00274725274725275,364,0,8,1,0,8,1,0,0
"9924",9924,"2006-02-14 11:31:56",9,1,1,0,0.00429184549356223,0.00214592274678112,466,0,9,1,0,9,1,0,0
"9925",9925,"2005-12-28 19:54:57",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"9926",9926,"2011-07-18 15:47:43",10,1,1,0,0.0117647058823529,0.0235294117647059,85,1,10,1,0,10,1,0,0
"9927",9927,"2013-03-28 18:42:40",12,1,6,2.24272370281333,0.0381799163179916,0.0227510460251046,3824,0,12,1,0.373787283802222,12,1,2.24272370281333,1
"9928",9928,"2008-06-05 17:57:55",9,1,1,0,0.021978021978022,0.00122100122100122,819,0,9,1,0,9,1,0,1
"9929",9929,"2013-07-16 14:15:37",10,1,1,0,0.0534351145038168,0.0229007633587786,131,0,10,1,0,10,1,0,0
"9930",9930,"2015-08-13 15:52:00",0,0,729,0,0,0,0,0,0,0,0,0,0,0,0
"9931",9931,"2008-10-07 12:01:03",9,1,1,0,0.00638297872340425,0.00212765957446809,470,1,9,1,0,9,1,0,0
"9932",9932,"2007-08-08 18:56:59",89,1,452,8.06757263490673,0.250773375910588,0.253724321781402,70147,1,89,1,0.0178486120241299,89,1,8.06757263490673,1
"9933",9933,"2012-04-13 22:21:27",14,1,2,0.988699408288497,0.482758620689655,0.179310344827586,145,1,14,1,0.494349704144249,14,1,0.988699408288497,1
"9934",9934,"2012-10-25 02:50:07",1,1,1,0,0,0.0105263157894737,95,0,1,1,0,1,1,0,0
"9935",9935,"2008-02-05 16:20:11",9,1,2,0.194091472463597,0.0517346317711503,0.0499087035909921,1643,1,9,1,0.0970457362317985,9,1,0.194091472463597,1
"9936",9936,"2005-12-22 15:45:58",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"9937",9937,"2009-06-12 10:44:50",32,1,6,0.883473684298886,0.230220492866407,0.00518806744487678,1542,0,32,1,0.147245614049814,32,1,0.883473684298886,1
"9938",9938,"2017-09-15 10:10:57",8,1,8,1.18817843402761,0.0428117405122453,0.000186950831931202,5349,1,8,1,0.148522304253451,8,1,1.18817843402761,0
"9939",9939,"2006-02-17 18:57:05",9,1,2,0.650022421648354,0.0228136882129278,0,263,0,9,1,0.325011210824177,9,1,0.650022421648354,0
"9940",9940,"2010-03-03 10:28:54",12,1,2,0.998635964158572,0.037910699241786,0.0008424599831508,1187,0,12,1,0.499317982079286,12,1,0.998635964158572,0
"9941",9941,"2010-01-25 18:58:23",9,1,1,0,0.0735294117647059,0,68,0,9,1,0,9,1,0,0
"9942",9942,"2017-09-15 17:52:36",18,1,2,1,0.0112009956440573,0.0074673304293715,1607,0,18,1,0.5,18,1,1,0
"9943",9943,"2012-09-12 09:12:02",7,1,1,0,0.196392785571142,0.104208416833667,499,0,7,1,0,7,1,0,0
"9944",9944,"2006-10-06 04:55:04",16,1,6,1.8131332761266,0.307407407407407,0.236111111111111,1080,0,16,1,0.302188879354433,16,1,1.8131332761266,1
"9945",9945,"2012-07-13 13:42:57",9,1,1,0,0.0110497237569061,0.0110497237569061,181,0,9,1,0,9,1,0,0
"9946",9946,"2009-10-14 05:07:45",24,1,13,2.76429281867628,0.0785740269188796,0.0112768279374318,2749,1,24,1,0.212637909128945,24,1,2.76429281867628,1
"9947",9947,"2006-07-21 12:03:29",4,1,2,0.436770454577089,0.528846153846154,0.00480769230769231,208,0,4,1,0.218385227288544,4,1,0.436770454577089,0
"9948",9948,"2013-03-14 15:38:01",16,2,2,0.999142103991909,0.107569721115538,0.00796812749003984,251,1,16,2,0.499571051995954,16,2,0.999142103991909,0
"9949",9949,"2014-02-06 18:26:41",1,1,1,0,0.0302013422818792,0.0335570469798658,298,0,1,1,0,1,1,0,0
"9950",9950,"2016-11-29 17:54:07",8,1,1,0,0.0679405520169851,0.0700636942675159,471,1,8,1,0,8,1,0,0
"9951",9951,"2019-07-15 07:10:04",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"9952",9952,"2013-01-31 17:44:04",7,1,1,0,0.670454545454545,0.653409090909091,176,1,7,1,0,7,1,0,0
"9953",9953,"2013-10-07 12:40:28",14,1,3,1.41330690895405,0.169039145907473,0.339857651245552,562,0,14,1,0.471102302984682,14,1,1.41330690895405,0
"9954",9954,"2005-12-22 17:51:34",134,1,412,8.2517909329666,0.990326119477411,1.01256607160666,20054,0,134,1,0.0200286187693364,134,1,8.2517909329666,1
"9955",9955,"2009-09-09 11:09:03",12,2,3,0.343100307880937,0.0475594493116396,0.00125156445556946,1598,0,12,2,0.114366769293646,12,2,0.343100307880937,1
"9956",9956,"2007-01-05 13:39:42",8,1,1,0,0.0285714285714286,0.0142857142857143,140,0,8,1,0,8,1,0,0
"9957",9957,"2016-02-11 09:03:47",8,1,2,0.672294817075638,0.161290322580645,0.021505376344086,93,0,8,1,0.336147408537819,8,1,0.672294817075638,0
"9958",9958,"2010-08-30 15:47:16",16,1,2,0.969325379719186,0.0244127130354675,0.00921234454168586,2171,1,16,1,0.484662689859593,16,1,0.969325379719186,0
"9959",9959,"2010-04-22 12:25:16",13,1,2,0.88654089282209,0.0775347912524851,0.0139165009940358,503,0,13,1,0.443270446411045,13,1,0.88654089282209,1
"9960",9960,"2016-09-01 16:46:21",17,2,2,0.29367630985137,0.0607647983237297,0,1909,1,17,2,0.146838154925685,17,2,0.29367630985137,0
"9961",9961,"2015-10-30 11:42:17",29,2,20,3.08304032670722,0.208967851099831,0.0702199661590524,2364,0,29,2,0.154152016335361,29,2,3.08304032670722,1
"9962",9962,"2006-02-15 17:09:18",8,1,1,0,0.00185356811862836,0.00185356811862836,1079,0,8,1,0,8,1,0,0
"9963",9963,"2006-05-03 13:44:59",5,1,4,1.64474502744458,0.995983935742972,0,996,0,5,1,0.411186256861145,5,1,1.64474502744458,0
"9964",9964,"2010-01-13 09:20:24",9,1,2,1,0.0203665987780041,0.00305498981670061,1964,0,9,1,0.5,9,1,1,1
"9965",9965,"2007-03-07 17:37:13",9,1,1,0,0.356164383561644,0.219178082191781,73,1,9,1,0,9,1,0,0
"9966",9966,"2006-03-07 19:48:02",8,1,1,0,0.078740157480315,0,508,0,8,1,0,8,1,0,1
"9967",9967,"2015-05-05 16:29:26",8,1,1,0,0.0309278350515464,0.0103092783505155,97,1,8,1,0,8,1,0,0
"9968",9968,"2008-11-04 16:17:51",9,1,1,0,0.00709219858156028,0.00709219858156028,141,0,9,1,0,9,1,0,0
"9969",9969,"2009-04-02 14:03:54",7,1,3,1.14522211572186,0.00523364485981308,0.000560747663551402,5350,0,7,1,0.38174070524062,7,1,1.14522211572186,1
"9970",9970,"2012-10-23 23:06:50",31,2,15,3.0799507749961,0.177374301675978,0.0144320297951583,2148,1,31,2,0.205330051666407,31,2,3.0799507749961,1
"9971",9971,"2007-07-30 20:50:01",8,1,1,0,0.00641025641025641,0.00641025641025641,156,1,8,1,0,8,1,0,0
"9972",9972,"2012-06-26 23:40:59",8,1,1,0,0.032258064516129,0.0451612903225806,155,1,8,1,0,8,1,0,0
"9973",9973,"2006-02-18 07:18:01",20,1,12,2.89711613261783,0.0295142923541715,0.00766906809202882,4303,0,20,1,0.241426344384819,20,1,2.89711613261783,1
